fecha,etiquetaOriginal,ventasArs,recTransferenciaArs,sinRespaldoArs,facAContadoArs,facBContadoArs,fcCuentaCorrienteArs,ffArs,facturadoArs,comprasArs
2022-03-14,Sábado 14,80660,0,49580,0,31080,0,0,31080,0
2022-03-12,Jueves 12,66640,0,20600,32200,13840,0,0,46040,0
2022-03-11, Miércoles 11,40150,0,28050,12100,0,0,0,12100,0
2022-03-10,Martes 10 ,102250,0,70800,28650,2800,0,0,31450,0
2022-03-09,Lunes 9 ,63700,0,56200,5400,2100,0,0,7500,0
2022-03-07,sábado 7,45400,0,27950,12800,4650,0,0,17450,0
2022-03-06,viernes 6,128860,46000,59110,22850,900,0,0,23750,0
2022-03-05,jueves 5,91690,0,69340,15600,6750,0,0,22350,0
2022-03-03,Martes 3,39280,12000,27280,0,0,0,0,0,0
2022-03-02,Lunes 2 ,123900,87600,33300,3000,0,900,0,3900,0
2022-02-27,Lunes 27,154090,0,133290,18300,2500,0,0,20800,0
2022-02-25,Sábado25,28500,0,18700,4100,5700,0,0,9800,0
2022-02-24,Viernes 24,66630,28900,33650,0,4080,352268,0,356348,0
2022-02-23,Jueves 23,217591,145641,52900,8850,10200,50587,0,69637,0
2022-02-22,Miércoles 22,78840,1500,69100,0,8240,10050,0,18290,0
2022-02-21,Martes 21,105030,0,66830,31800,6400,28000,0,66200,0
2022-02-18,Sábado 18,14000,0,13100,900,0,0,0,900,0
2022-02-16,Jueves 16,116650,0,85850,0,30800,0,0,30800,0
2022-02-15,Miercoles15,87550,18000,27700,14500,27350,99900,0,141750,0
2022-02-13, Lunes 13,24880,0,14330,2000,8550,67041,0,77591,0
2022-02-11,Sábado 11,57580,0,14980,42100,500,0,0,42600,0
2022-02-10,Viernes 10,95800,0,42000,3800,50000,0,0,53800,0
2022-02-09,Jueves 9,119590,0,66290,3600,49700,0,0,53300,0
2022-02-08,Miércoles 8,128730,0,108330,0,20400,0,0,20400,0
2022-02-07,Martes 7,50960,0,25990,9170,15800,0,0,24970,0
2022-02-06,Lunes 6,83900,0,74300,0,9600,0,0,9600,0
2022-02-04,Sábado 4,46130,0,44430,0,1700,0,0,1700,0
2022-02-03,Viernes 3,113930,44400,53250,2400,13880,0,0,16280,0
2022-02-02,Jueves 2,91840,0,60850,0,30990,1500,0,32490,0
2022-02-01,Miércoles 1,117500,0,25800,28800,62900,0,0,91700,0
2022-01-30,sábado 30,117530,0,87830,3700,26000,0,0,29700,0
2022-01-29,Viernes 29,602835,43200,97300,460095,2240,0,0,462335,0
2022-01-28,Jueves 28,125120,22000,89570,0,13550,0,0,13550,0
2022-01-27,Miércoles 27,90360,0,58260,6500,25600,22000,0,54100,0
2022-01-26,Martes 26,89390,17600,54840,10250,6700,20800,0,37750,0
2022-01-25,Lunes 25,168690,0,112690,0,56000,102953,0,158953,0
2022-01-23,Sábado 23,513918,352268,150150,0,11500,43200,0,54700,0
2022-01-22,Viernes 22,108130,0,36950,1930,69250,0,0,71180,0
2022-01-21,Jueves 21,37830,0,21930,12800,3100,0,0,15900,0
2022-01-20,Miércoles 20,18800,0,16750,1200,850,0,0,2050,0
2022-01-19,Martes 19,33450,0,30950,0,2500,0,0,2500,0
2022-01-18,Lunes 18,47030,0,44530,0,2500,0,0,2500,0
2022-01-16,Sábado 16,95600,0,84600,2000,9000,0,0,11000,0
2022-01-15,Viernes 15,30800,0,29900,900,0,0,0,900,0
2022-01-14,Jueves 14,29300,0,20000,3900,5400,0,0,9300,0
2022-01-13,Miércoles 13,62480,0,35950,15600,10930,0,0,26530,0
2022-01-12,Martes 12,59700,0,57700,0,2000,0,0,2000,0
2022-01-11,Lunes 11,174910,0,155410,10200,9300,0,0,19500,0
2022-01-08,Viernes 8,151358,50578,94580,3300,2900,0,0,6200,0
2022-01-07,Jueves 7,381862,327212,43250,0,11400,327212,0,338612,0
2022-01-06,Miércoles 6,36700,0,30400,4800,1500,0,0,6300,0
2022-01-05,Martes 5,59860,0,17860,42000,0,0,0,42000,0
2022-01-04,Lunes 4,126770,0,82570,2600,41600,0,0,44200,0
2022-01-02,sábado 2,66380,0,46480,18000,1900,0,0,19900,0
2021-12-31,Miércoles 31,0,0,55350,2000,3400,0,0,5400,0
2021-12-30,Martes 30,199460,18900,177360,0,3200,0,0,3200,0
2021-12-29,Lunes 29,117600,0,74000,30100,13500,0,0,43600,0
2021-12-27,Sábado 27,118700,0,82600,15000,21100,0,0,36100,0
2021-12-26,Viernes 26,184000,0,119000,38300,26700,0,0,65000,0
2021-12-25,Jueves 25,206943,0,186045,20898,0,0,0,20898,0
2021-12-24,Miércoles 24,263870,0,171850,1620,90400,0,0,92020,0
2021-12-22,Lunes 22,134100,0,115700,0,18400,0,0,18400,0
2021-12-20,Sábado 20,49500,0,24600,20800,4100,0,0,24900,0
2021-12-19,Viernes 19,92840,0,78040,11500,3300,0,0,14800,0
2021-12-18,Jueves 18,99050,0,97850,0,1200,19800,0,21000,0
2021-12-17,Miércoles17,104350,0,84400,13250,6700,0,0,19950,0
2021-12-16,Martes 16,264603,110403,95170,27930,31100,0,0,59030,0
2021-12-13,Sábado13,99550,0,62400,0,37150,0,0,37150,0
2021-12-10,Miércoles 10,285020,76090,66330,134100,8500,0,0,142600,0
2021-12-09,Martes9,70100,6200,36900,0,27000,76090,0,103090,0
2021-12-08,Lunes 8,209800,0,116750,63300,29750,0,0,93050,0
2021-12-06,Sábado 6,144760,29300,43250,52000,20210,0,0,72210,0
2021-12-05,Viernes 5,84050,0,35800,36250,12000,0,0,48250,0
2021-12-04,Jueves 4,107140,0,71640,23600,11900,0,0,35500,0
2021-12-03,Miércoles 3,87550,0,64650,17200,5700,0,0,22900,0
2021-12-02,Martes 2,146440,0,123140,1600,21700,0,0,23300,0
2021-12-01,Lunes 1,89630,0,36080,30900,22650,0,0,53550,0
2021-11-30,Viernes 30,112530,0,81830,3200,27500,0,0,30700,0
2021-11-29,Jueves 29,160130,0,96200,36000,27930,0,0,63930,0
2021-11-29,Sábado29,155310,16500,90660,0,48150,0,0,48150,0
2021-11-28,Miércoles 28,137401,0,101900,13200,22301,0,0,35501,0
2021-11-28,Viernes 28,128350,0,108750,6800,12800,0,0,19600,0
2021-11-27,Martes 27,401040,85340,154450,156450,4800,0,0,161250,0
2021-11-27,Jueves 27,242500,0,199500,3300,39700,0,0,43000,0
2021-11-26,Lunes 26,105700,0,81850,14100,9750,0,0,23850,0
2021-11-26,Miércoles 26,216700,0,125000,63800,27900,0,0,91700,0
2021-11-25, Martes 25,285930,0,166780,45350,73800,16500,0,135650,0
2021-11-24,Sábado 24,95080,6800,57080,0,31200,0,0,31200,0
2021-11-24,Lunes 24,131820,0,98150,1200,32470,249300,0,282970,0
2021-11-23,Viernes 23,328780,17200,252010,21400,38170,0,0,59570,0
2021-11-22,Jueves 22,138950,0,87800,19350,31800,0,0,51150,0
2021-11-22,Sábado 22,130450,0,104200,1200,25050,0,0,26250,0
2021-11-21,Miércoles 21,161400,0,126100,0,35300,6800,0,42100,0
2021-11-21,Viernes 21,325460,0,255700,9300,60460,0,0,69760,0
2021-11-20,Martes 20,219250,0,93100,37900,88250,0,0,126150,0
2021-11-20,Jueves 20,159830,0,49130,95000,15700,0,0,110700,0
2021-11-19,Lunes 19,150350,0,81650,30700,38000,0,0,68700,0
2021-11-19,Miércoles 19,243637,102837,108400,5700,26700,102837,0,135237,0
2021-11-18,Martes 18,147160,0,119960,23400,3800,0,0,27200,0
2021-11-17,Sábado 17,88600,0,29350,34350,24900,0,0,59250,0
2021-11-17,Lunes 17,109800,0,86900,8000,14900,0,0,22900,0
2021-11-16,Viernes 16,281890,0,240450,19520,21920,0,0,41440,0
2021-11-15,Sábado 15,85950,0,63500,0,22450,0,0,22450,0
2021-11-14,Miércoles 14,103650,9200,55300,10050,29100,87800,0,126950,0
2021-11-14,Viernes 14,85900,0,73600,12300,0,0,0,12300,0
2021-11-13,Martes 13 ,142000,0,114900,10800,16300,9250,0,36350,0
2021-11-13,Jueves 13,197180,0,167280,13600,16300,0,0,29900,0
2021-11-12,Lunes 12,2844118,19000,74100,2735818,15200,0,0,2751018,0
2021-11-12, Miércoles 12,229460,0,199610,11700,18150,64000,0,93850,0
2021-11-10,Sábado 10,76750,0,73750,0,3000,0,0,3000,0
2021-11-10, Lunes 10,217522,0,100450,59622,57450,0,0,117072,0
2021-11-09, Viernes 9,221250,0,199550,20400,1300,19000,0,40700,0
2021-11-08,Jueves 8,105200,0,62500,30400,12300,17200,0,59900,0
2021-11-08,Sábado 8,139675,0,103100,3000,33575,0,0,36575,0
2021-11-07,Miércoles 7 ,246930,0,230730,4500,11700,0,0,16200,0
2021-11-07,Viernes 7,67810,0,57410,0,10400,0,0,10400,0
2021-11-06,Martes  6,103404,0,65700,33304,4400,20000,0,57704,0
2021-11-06,Jueves 6,242475,0,156075,36800,49600,0,0,86400,0
2021-11-05,Lunes 5,121940,5940,80900,12400,22700,0,0,35100,0
2021-11-05,Miércoles 5,181690,0,123890,43700,14100,0,0,57800,0
2021-11-04,Martes 4,181730,0,118280,43150,20300,0,0,63450,0
2021-11-03,Sábado  3,102770,0,75650,2920,24200,0,0,27120,0
2021-11-03,Lunes 3,163510,0,125260,26850,11400,0,0,38250,0
2021-11-02,Viernes 2,158340,0,109040,18400,30900,5940,0,55240,0
2021-11-01,Jueves 1,66500,0,38200,15400,12900,0,0,28300,0
2021-10-30,Miércoles 30,231850,0,216700,3600,11550,0,0,15150,0
2021-10-29,Martes 29,500490,239390,206600,21500,33000,0,0,54500,0
2021-10-28,Lunes 28,170870,0,136970,20600,13300,0,0,33900,0
2021-10-26, Sábado 26,131650,0,102450,12000,17200,0,0,29200,0
2021-10-25, Viernes 25,282040,22750,217990,9300,32000,0,0,41300,0
2021-10-24,Jueves 24,117070,0,81270,11000,24800,0,0,35800,0
2021-10-23,Miércoles 23,209640,0,144840,43300,21500,0,0,64800,0
2021-10-22,Martes 22,204180,0,148180,30800,25200,121178,0,177178,0
2021-10-19,Sábado 19,132390,0,82040,19300,31050,0,0,50350,0
2021-10-18,Viernes 18,202100,0,175500,5000,21600,0,0,26600,0
2021-10-17,Jueves 17,311450,19250,140900,49200,102100,0,0,151300,0
2021-10-16,Miércoles 16,158200,0,146000,3700,8500,0,0,12200,0
2021-10-15, Martes 15,120800,0,49750,13800,57250,0,0,71050,0
2021-10-14,Lunes 14,158530,0,142130,1000,15400,0,0,16400,0
2021-10-12,Sábado 12,150430,0,110500,17830,22100,0,0,39930,0
2021-10-11,Viernes 11,153900,15000,91600,13950,33350,0,0,47300,0
2021-10-10,Jueves 10,253100,0,112500,106000,34600,10000,0,150600,0
2021-10-09,Miércoles 9,148030,0,87150,50180,10700,25400,0,86280,0
2021-10-08,Martes 8,282239,108000,135739,33700,4800,0,0,38500,0
2021-10-07,Lunes 7,201600,65700,103450,7050,25400,0,0,32450,0
2021-10-05,Sábado 5,173620,0,104450,44170,25000,0,0,69170,0
2021-10-04,Viernes 4,208200,0,174000,15000,19200,65700,0,99900,0
2021-10-03,Jueves 3,143000,0,89950,1200,51850,108000,0,161050,0
2021-10-02,Miercoles 2,231831,0,145650,65031,21150,0,0,86181,0
2021-10-01,Martes 1,120920,0,39120,40200,41600,0,0,81800,0
2021-09-30,Viernes 30,348890,0,256900,48190,43800,0,0,91990,0
2021-09-29,Jueves 29,328400,0,263000,3700,61700,0,0,65400,0
2021-09-28,Miércoles 28,337100,0,205900,87500,43700,0,0,131200,0
2021-09-27,Martes 27,484150,0,171900,255000,57250,0,0,312250,0
2021-09-26,Lunes 26,454200,0,328800,109100,16300,0,0,125400,0
2021-09-24,Sábado 24,69800,0,9400,58000,2400,0,0,60400,0
2021-09-22,Jueves 22,226890,0,146950,5600,74340,0,0,79940,0
2021-09-21,Miércoles 21,177650,0,126350,39300,12000,0,0,51300,0
2021-09-20,Martes 20,134170,0,112970,6300,14900,0,0,21200,0
2021-09-19,Lunes 19,472950,0,186150,244300,42500,0,0,286800,0
2021-09-17, Sábado 17,149650,0,73450,7400,68800,0,0,76200,0
2021-09-16, Viernes 16,283840,0,239240,5800,38800,0,0,44600,0
2021-09-14, Miércoles 14,602373,0,399350,120700,82323,4900,0,207923,0
2021-09-13, Martes 13,138100,0,106000,9600,22500,0,0,32100,0
2021-09-12, Lunes 12,530533,1633,239200,210800,78900,0,0,289700,0
2021-09-10, Sábado 10,203100,0,149000,23000,31100,0,0,54100,0
2021-09-07,Miércoles 7,292980,0,220180,35700,37100,1700,0,74500,0
2021-09-06,martes 6 ,348699,181619,121080,9800,36200,70180,0,116180,0
2021-09-05,Lunes 5,236350,0,87450,32800,116100,36433,0,185333,0
2021-09-03,Sábado 3,293150,0,170600,79500,43050,0,0,122550,0
2021-09-02,Viernes 2,252540,0,205040,18000,29500,117619,0,165119,0
2021-09-01,Jueves 1,520130,0,442230,12500,65400,239390,0,317290,0
2021-08-31, Martes 31,310600,0,236300,18000,56300,78524,0,152824,0
2021-08-30,lunes 30,577900,0,483600,26000,68300,78524,0,172824,0
2021-08-28,sabado 28,108600,0,102500,0,6100,0,0,6100,0
2021-08-27, viernes 27,342900,0,126050,46200,170650,0,0,216850,0
2021-08-26,jueves 26,207000,0,156300,29300,21400,0,0,50700,0
2021-08-25,miercoles 25,415700,0,211710,77800,126190,0,0,203990,0
2021-08-24,Martes 24,193050,0,128000,24700,40350,0,0,65050,0
2021-08-23,Lunes 23,304330,0,208030,16100,80200,0,0,96300,0
2021-08-21, Sábado 21,158000,0,113200,23500,21300,0,0,44800,0
2021-08-20,Viernes 20,470400,0,427900,25600,16900,0,0,42500,0
2021-08-19,Jueves 19,413900,0,316000,45700,52200,0,0,97900,0
2021-08-18,Miércoles 18,361100,0,219250,93500,48350,0,0,141850,0
2021-08-17,Martes 17,544800,0,305000,208900,30900,0,0,239800,0
2021-08-16,Lunes 16,350100,0,225300,40600,84200,0,0,124800,0
2021-08-14,Sábado 14,206450,0,163850,25500,17100,0,0,42600,0
2021-08-13,Viernes 13,404290,0,325590,23500,55200,0,0,78700,0
2021-08-11,Miércoles 11,260600,0,186450,29800,44350,0,0,74150,0
2021-08-10,Martes 10,373950,0,181550,110900,81500,10400,0,202800,0
2021-08-09,Lunes 9,409070,0,295990,36180,76900,62200,0,175280,0
2021-08-07,Sábado 7,285530,0,204150,71380,10000,0,0,81380,0
2021-08-06,Viernes 6,433780,163400,207350,18000,45030,185220,0,248250,0
2021-08-05,Jueves 5,326250,0,240950,64200,21100,0,0,85300,0
2021-08-04,Miércoles 4,320950,0,266000,10100,44850,0,0,54950,0
2021-08-03,Martes 3,454800,0,235600,149700,69500,0,0,219200,0
2021-08-02,Lunes 2,390900,0,295400,17700,77800,0,0,95500,0
2021-07-27, Lunes 27,233800,0,171400,23700,38700,0,0,62400,0
2021-07-25, Sábado 25,495501,0,350100,102501,42900,0,0,145401,0
2021-07-24, Viernes 24,377710,0,303850,24460,49400,0,0,73860,0
2021-07-23,Jueves 23,287150,0,214150,40700,32300,0,0,73000,0
2021-07-22,Miércoles 22,596275,237855,191070,80400,86950,0,0,167350,0
2021-07-18,Sabado 18,216200,0,64100,43200,108900,0,0,152100,0
2021-07-17, Viernes 17,280690,0,204900,20300,55490,0,0,75790,0
2021-07-16,Jueves 16,239050,0,156550,27900,54600,24805,0,107305,0
2021-07-15,Miércoles 15,104300,0,81600,11700,11000,90000,0,112700,0
2021-07-14, Martes 14,366814,148764,134600,48100,35350,73890,0,157340,0
2021-07-13, Lunes 13,386650,0,318000,23000,45650,0,0,68650,0
2021-07-11,Sábado 11,418100,0,199300,89900,128900,0,0,218800,0
2021-07-10,viernes 10,468390,0,400000,7190,61200,0,0,68390,0
2021-07-09, jueves 9,377740,10400,174400,127300,65640,148768,0,341708,0
2021-07-08,Miércoles 8,227800,0,138700,56000,33100,0,0,89100,0
2021-07-07, Martes 7,291640,0,150140,82600,58900,131560,0,273060,0
2021-07-06,Lunes 6,535538,127777,357661,24900,25200,0,0,50100,0
2021-07-04,Sábado 4,216900,0,99700,76700,40500,0,0,117200,0
2021-07-03,Viernes 3,314124,78524,136250,7500,91850,0,0,99350,0
2021-07-02,Jueves 2,366750,0,160750,21300,184700,0,0,206000,0
2021-07-01,Miércoles 1=,481150,0,292550,138500,50100,0,0,188600,0
